"ZagreusHome","ID","ID","ID","","","","Line","","Notes by AR","Notes by DK",""
"Integrated","ZagreusHome_","0908","ZagreusHome_0908","","","","Батько досі там.","","","",""
"Integrated","ZagreusHome_","0909","ZagreusHome_0909","","","","Батьку...","","","",""
"Integrated","ZagreusHome_","0910","ZagreusHome_0910","","","","Цербер й досі на посту.","","","",""
"Integrated","ZagreusHome_","0911","ZagreusHome_0911","","","","Напевно Цербер і досі на поверхні.","","","",""
"Integrated","ZagreusHome_","0912","ZagreusHome_0912","","","","Здається, Цербер ще на службі.","","","",""
"Integrated","ZagreusHome_","0915","ZagreusHome_0915","","","","Гадаю, тоді я продовжу битися з тобою просто заради задоволення.","","","",""
"Integrated","ZagreusHome_","0916","ZagreusHome_0916","","","","Хороший хлопчик.","","","",""
"Integrated","ZagreusHome_","0917","ZagreusHome_0917","","","","Найкращий хлопчик заслуговує найбільших пестощів.","","","",""
"Integrated","ZagreusHome_","0918","ZagreusHome_0918","","","","Як там мій улюблений хлопчик?","","","",""
"Integrated","ZagreusHome_","0919","ZagreusHome_0919","","","","Хто найкращий триголовий хлопчик?","","","",""
"Integrated","ZagreusHome_","0920","ZagreusHome_0920","","","","Ти завжди був поряд, хлопчику.","","","",""
"Integrated","ZagreusHome_","0921","ZagreusHome_0921","","","","Ти найкращий зі всіх, ти ж це знаєш, правда, хлопчику?","","","",""
"Integrated","ZagreusHome_","0922","ZagreusHome_0922","","","","Принаймні, мій злий старий батько добрий до тебе, правда, хлопчику?","","","",""
"Integrated","ZagreusHome_","0923","ZagreusHome_0923","","","","Тебе ситно годують останнім часом, правда хлопчику?","","","",""
"Integrated","ZagreusHome_","0924","ZagreusHome_0924","","","","Любиш коли тебе гладять, правда, хлопчику.","","","",""
"Integrated","ZagreusHome_","0925","ZagreusHome_0925","","","","Погладити тебе ще, я погладжу тебе ще, хлопчику.","","","",""
"Integrated","ZagreusHome_","0926","ZagreusHome_0926","","","","Завжди почуватися краще, після розмови з тобою, хлопчику.","","","",""
"Integrated","ZagreusHome_","0927","ZagreusHome_0927","","","","Не любиш коли люди швендяють туди-сюди, правда, хлопчику.","","","",""
"Integrated","ZagreusHome_","0928","ZagreusHome_0928","","","","Погладити ще? Погладити ще.","","","",""
"Integrated","ZagreusHome_","0929","ZagreusHome_0929","","","","Обставини вимагають більше пестощів.","","","",""
"Integrated","ZagreusHome_","0930","ZagreusHome_0930","","","","Тут точно знадобиться більше пестощів.","","","",""
"Integrated","ZagreusHome_","0931","ZagreusHome_0931","","","","Ти мій хороший хлопчик! Так-так, саме ти.","","","",""
"Integrated","ZagreusHome_","0932","ZagreusHome_0932","","","","Ця штука виглядає не дуже зручно.","","","",""
"Integrated","ZagreusHome_","0933","ZagreusHome_0933","","","","Приніс би тобі, якби міг!","","","",""
"Integrated","ZagreusHome_","0934","ZagreusHome_0934","","","","Безумовно, так.","","","",""
"Integrated","ZagreusHome_","0935","ZagreusHome_0935","","","","Так, ну...","","","",""
"Integrated","ZagreusHome_","0936","ZagreusHome_0936","","","","Завжди у радість, Гіпносе.","","","",""
"Integrated","ZagreusHome_","0937","ZagreusHome_0937","","","","Бісові Сатири.","","","",""
"Integrated","ZagreusHome_","0938","ZagreusHome_0938","","","","Не хочу про це говорити.","","","",""
"Integrated","ZagreusHome_","0939","ZagreusHome_0939","","","","Чому би тобі не запитати у Батька, коли він повернеться.","","","",""
"Integrated","ZagreusHome_","0940","ZagreusHome_0940","","","","Напевно!","","","",""
"Integrated","ZagreusHome_","0941","ZagreusHome_0941","","","","Я знаю.","","","",""
"Integrated","ZagreusHome_","0943","ZagreusHome_0943","","","","Гадаю, тоді побачимось у Храмі.","","","",""
"Integrated","ZagreusHome_","0945","ZagreusHome_0945","","","","Ну тоді, до зустрічі.","","","",""
"Integrated","ZagreusHome_","0947","ZagreusHome_0947","","","","Відмінно, не можу дочекатися!","","","",""
"Integrated","ZagreusHome_","0949","ZagreusHome_0949","","","","І ось знову.","","","",""
"Integrated","ZagreusHome_","0951","ZagreusHome_0951","","","","Слабаки.","","","",""
"Integrated","ZagreusHome_","0955","ZagreusHome_0955","","","","Просто бог...","","","",""
"Integrated","ZagreusHome_","0960","ZagreusHome_0960","","","","Де всі...","","","",""
"Integrated","ZagreusHome_","0961","ZagreusHome_0961","","","","А тут безлюдніше, ніж зазвичай...","","","",""
"Integrated","ZagreusHome_","0962","ZagreusHome_0962","","","","Батько з Цербером мають бути ще там.","","","",""
"Integrated","ZagreusHome_","0963","ZagreusHome_0963","","","","Цербере...? Батьку...","","","",""
"Integrated","ZagreusHome_","0964","ZagreusHome_0964","","","","Жодних ознак Цербера чи Батька.","","","",""
"Integrated","ZagreusHome_","0967","ZagreusHome_0967","","","","Гарно.","","","",""
"Integrated","ZagreusHome_","0969","ZagreusHome_0969","","","","Мені це добре відомо, дякую.","","","",""
"Integrated","ZagreusHome_","0972","ZagreusHome_0972","","","","Ох, та взагалі не проблема.","","","",""
"Integrated","ZagreusHome_","0976","ZagreusHome_0976","","","","Чш.","","","",""
"Integrated","ZagreusHome_","0978","ZagreusHome_0978","","","","Побачимо.","","","",""
"Integrated","ZagreusHome_","0980","ZagreusHome_0980","","","","Звучить непогано.","","","",""
"Integrated","ZagreusHome_","0982","ZagreusHome_0982","","","","Не думав, що з нею все може скластись ще більш ніяково.","","","",""
"Integrated","ZagreusHome_","0984","ZagreusHome_0984","","","","А поки, я про них гарно подбаю.","","","",""
"Integrated","ZagreusHome_","0986","ZagreusHome_0986","","","","Радий це чути.","","","",""
"Integrated","ZagreusHome_","0989","ZagreusHome_0989","","","","Не стурбованість, просто хвороблива цікавість.","","","",""
"Integrated","ZagreusHome_","0990","ZagreusHome_0990","","","","Я можу!","","","",""
"Integrated","ZagreusHome_","0991","ZagreusHome_0991","","","","Тому ми тут застрягли, хах.","","","",""
"Integrated","ZagreusHome_","0992","ZagreusHome_0992","","","","Ну, принаймні у нас є запасний співак, якщо він нам знадобиться.","","","",""
"Integrated","ZagreusHome_","0993","ZagreusHome_0993","","","","Гадаю, тут багато коштовностей.","","","",""
"Integrated","ZagreusHome_","0994","ZagreusHome_0994","","","","Тепер я погано почуваюся.","","","",""
"Integrated","ZagreusHome_","0995","ZagreusHome_0995","","","","З того часу? Це було не так вже й давно.","","","",""
"Integrated","ZagreusHome_","0996","ZagreusHome_0996","","","","Її мають постійно оновляти, але тут завжди Танатос.","","","",""
"Integrated","ZagreusHome_","0997","ZagreusHome_0997","","","","Краще б я цього не знав.","","","",""
"Integrated","ZagreusHome_","1001","ZagreusHome_1001","","","","Та ти, мабуть, жартуєш.","","","",""
"Integrated","ZagreusHome_","1006","ZagreusHome_1006","","","","Мені доведеться докопатися до суті цього пізніше.","","","",""
"Integrated","ZagreusHome_","1008","ZagreusHome_1008","","","","Легше, приятелю.","","","",""
"Integrated","ZagreusHome_","1011","ZagreusHome_1011","","","","Ти не полегшуєш мені завдання, Орфею.","","","",""
"Integrated","ZagreusHome_","1013","ZagreusHome_1013","","","","Я над цим працюю, приятелю.","","","",""
"Integrated","ZagreusHome_","1015","ZagreusHome_1015","","","","Не можуть же Мойри бути такими жорстокими...","","","",""
"Integrated","ZagreusHome_","1017","ZagreusHome_1017","","","","Я знаю...","","","",""
"Integrated","ZagreusHome_","1019","ZagreusHome_1019","","","","Не поспішай, приятелю.","","","",""
"Integrated","ZagreusHome_","1021","ZagreusHome_1021","","","","Можливо, вона чує.","","","",""
"Integrated","ZagreusHome_","1026","ZagreusHome_1026","","","","Радий це чути. Я можу тільки уявити.","","","",""
"Integrated","ZagreusHome_","1029","ZagreusHome_1029","","","","Неймовірно. І трішки лячно.","","","",""
"Integrated","ZagreusHome_","1031","ZagreusHome_1031","","","","Ерр, ні, звичайно.","","","",""
"Integrated","ZagreusHome_","1033","ZagreusHome_1033","","","","Думаю, я міг би це зрозуміти. Дякую.","","","",""
"Integrated","ZagreusHome_","1035","ZagreusHome_1035","","","","Все гаразд. Батько не змусить тебе співати, якщо ти сам цього не захочеш.","","","",""
"Integrated","ZagreusHome_","1040","ZagreusHome_1040","","","","Твої старання, окупилися.","","","",""
"Integrated","ZagreusHome_","1043","ZagreusHome_1043","","","","Дякую за експромт-урок, приятелю.","","","",""
"Integrated","ZagreusHome_","1045","ZagreusHome_1045","","","","Сподіваюсь, твоя правда.","","","",""
"Integrated","ZagreusHome_","1049","ZagreusHome_1049","","","","У тебе чудово виходить, приятелю.","","","",""
"Integrated","ZagreusHome_","1051","ZagreusHome_1051","","","","... Він тільки що насміхався з мене?","","","",""
"Integrated","ZagreusHome_","1053","ZagreusHome_1053","","","","Добре, гаразд.","","","",""
"Integrated","ZagreusHome_","1055","ZagreusHome_1055","","","","Гей, що трапилось з Пактом Покарань?","","","",""
"Integrated","ZagreusHome_","1056","ZagreusHome_1056","","","","Вихід... над ним Пакт Покарань.","","","",""
"Integrated","ZagreusHome_","1057","ZagreusHome_1057","","","","Це, Пакт Покарань...?","","","",""
"Integrated","ZagreusHome_","1059","ZagreusHome_1059","","","","Потрібно буде використати Пакт перед тим як вийду.","","","",""
"Integrated","ZagreusHome_","1060","ZagreusHome_1060","","","","Пакт, ось там, є ключем до розкриття цього.","","","",""
"Integrated","ZagreusHome_","1061","ZagreusHome_1061","","","","Що це за нова тінь поряд з Батьком?","","","",""
"Integrated","ZagreusHome_","1062","ZagreusHome_1062","","","","Ця тінь поряд з Батьком, вона відрізняється від інших.","","","",""
"Integrated","ZagreusHome_","1064","ZagreusHome_1064","","","","Пояснення настільки ж правдоподібне, як і будь-яке інше.","","","",""
"Integrated","ZagreusHome_","1066","ZagreusHome_1066","","","","У тебе багата уява, приятелю.","","","",""
"Integrated","ZagreusHome_","1067","ZagreusHome_1067","","","","Варто б піти перевірити.","","","",""
"Integrated","ZagreusHome_","1068","ZagreusHome_1068","","","","Ну, якщо ж мені постійно доведеться дивитись на стіни своїх покоїв, нехай будуть не такими пустими.","","","",""
"Integrated","ZagreusHome_","1069","ZagreusHome_1069","","","","Ей, це моя спальня, я можу повісити будь-які стінні-сувої, які забажаю.","","","",""
"Integrated","ZagreusHome_","1070","ZagreusHome_1070","","","","Мало б зробити безлад у моїй кімнаті на цілковитий хаос.","","","",""
"Integrated","ZagreusHome_","1071","ZagreusHome_1071","","","","Це буде досить гарним доповненням до моєї кімнати.","","","",""
"Integrated","ZagreusHome_","1072","ZagreusHome_1072","","","","Ах так, комфортніші сидіння якими я не користуватимусь ніколи.","","","",""
"Integrated","ZagreusHome_","1073","ZagreusHome_1073","","","","Це для всіх самотніх тіней, котрі вічно зависають у кімнаті відпочинку.","","","",""
"Integrated","ZagreusHome_","1074","ZagreusHome_1074","","","","Все для того, щоб хоч трохи пожвавити це місце.","","","",""
"Integrated","ZagreusHome_","1075","ZagreusHome_1075","","","","Що такого у фонтанах, що вони роблять усе трохи вишуканішим?","","","",""
"Integrated","ZagreusHome_","1076","ZagreusHome_1076","","","","Завжди сподівався, що у нас буде фонтан саме в тому місці.","","","",""
"Integrated","ZagreusHome_","1077","ZagreusHome_1077","","","","Хто я такий, щоб заважати тіням у кімнаті відпочинку готувати все, що їм заманеться?","","","",""
"Integrated","ZagreusHome_","1078","ZagreusHome_1078","","","","Фух. Вимести шерсть Цербера звідусіль робота не з легких.","","","",""
"Integrated","ZagreusHome_","1079","ZagreusHome_1079","","","","Це повинно зробити кімнату відпочинку трохи більш пристойною. Поки Цербер знову її не рознесе.","","","",""
"Integrated","ZagreusHome_","1080","ZagreusHome_1080","","","","Має зробити погоду у кімнаті відпочинку трохи комфортнішою для декого з нас.","","","",""
"Integrated","ZagreusHome_","1081","ZagreusHome_1081","","","","Меню кімнати відпочинку має не дуже широкий асортимент, але, можливо, це допоможе.","","","",""
"Integrated","ZagreusHome_","1082","ZagreusHome_1082","","","","Хах, можливо, я зможу використати цей прохід, щоб уникнути спопеляючого погляду і небажаних коментарів Батька.","","","",""
"Integrated","ZagreusHome_","1083","ZagreusHome_1083","","","","Як щодо якогось примхливого синього кольору для фіранок.","","","",""
"Integrated","ZagreusHome_","1084","ZagreusHome_1084","","","","Можливо, насичений зелений відтінок для фіранок створить трохи затишнішу атмосферу?","","","",""
"Integrated","ZagreusHome_","1085","ZagreusHome_1085","","","","Багряний колір фіранок, напевно, краще підійде до декору.","","","",""
"Integrated","ZagreusHome_","1086","ZagreusHome_1086","","","","Знаєте що, я змінив думку стосовно фіранок.","","","",""
"Integrated","ZagreusHome_","1087","ZagreusHome_1087","","","","Я так сумую за тим як усе було раніше, люба Фіранко.","","","",""
"Integrated","ZagreusHome_","1088","ZagreusHome_1088","","","","І знову настав час змінити фіранки.","","","",""
"Integrated","ZagreusHome_","1089","ZagreusHome_1089","","","","Якщо хоча б час від часу змінювати фіранки, життя навколо буде трохи яскравішим.","","","",""
"Integrated","ZagreusHome_","1090","ZagreusHome_1090","","","","Або ці штори зникнуть, або це зроблю я.","","","",""
"Integrated","ZagreusHome_","1091","ZagreusHome_1091","","","","Це мало б допомогти Орфею підтримувати в порядку свою безмежну музичну бібліотеку. Її б лише заповнити.","","","",""
"Integrated","ZagreusHome_","1092","ZagreusHome_1092","","","","Повністю передплачено, погляньмо, що ми отримаємо натомість!","","","",""
"Integrated","ZagreusHome_","1093","ZagreusHome_1093","","","","Будівельний Підряднику, у мене для тебе нова робота.","","","",""
"Integrated","ZagreusHome_","1094","ZagreusHome_1094","","","","Ну гаразд, Будівельний Підряднику, роби свою справу.","","","",""
"Integrated","ZagreusHome_","1095","ZagreusHome_1095","","","","Давайте трохи ""прояснимо ситуацію"".","","","",""
"Integrated","ZagreusHome_","1096","ZagreusHome_1096","","","","Подивимось, що з цього вийде.","","","",""
"Integrated","ZagreusHome_","1097","ZagreusHome_1097","","","","Гаразд, погляньмо, що вийшло.","","","",""
"Integrated","ZagreusHome_","1098","ZagreusHome_1098","","","","Це повинно трохи підняти настрій.","","","",""
"Integrated","ZagreusHome_","1099","ZagreusHome_1099","","","","Ще одна прикраса для старого Дому.","","","",""
"Integrated","ZagreusHome_","1100","ZagreusHome_1100","","","","Варто б перевірити пюпітр, щоб послухати цю.","","","",""
"Integrated","ZagreusHome_","1101","ZagreusHome_1101","","","","Ще одненька для пюпітра.","","","",""
"Integrated","ZagreusHome_","1102","ZagreusHome_1102","","","","Більше музики для пюпітра - це завжди добре.","","","",""
"Integrated","ZagreusHome_","1103","ZagreusHome_1103","","","","Не можу дочекатися, щоб послухати цю.","","","",""
"Integrated","ZagreusHome_","1104","ZagreusHome_1104","","","","Більше змістовних матеріалів для пюпітра.","","","",""
"Integrated","ZagreusHome_","1105","ZagreusHome_1105","","","","Більше музики для заспокоєння почуттів.","","","",""
"Integrated","ZagreusHome_","1106","ZagreusHome_1106","","","","Не збираюся відмовлятись від нової музики.","","","",""
"Integrated","ZagreusHome_","1107","ZagreusHome_1107","","","","Нова музика для пюпітра? БЕРУ!","","","",""
"Integrated","ZagreusHome_","1108","ZagreusHome_1108","","","","Вітаю, Будівельний Підряднику.","","","",""
"Integrated","ZagreusHome_","1109","ZagreusHome_1109","","","","Є нові оновлення для Дому?","","","",""
"Integrated","ZagreusHome_","1110","ZagreusHome_1110","","","","Про що думаєш, Підряднику?","","","",""
"Integrated","ZagreusHome_","1111","ZagreusHome_1111","","","","Побачимо, що Підрядник припас для нас.","","","",""
"Integrated","ZagreusHome_","1112","ZagreusHome_1112","","","","Що нового, Підряднику?","","","",""
"Integrated","ZagreusHome_","1113","ZagreusHome_1113","","","","Можливо оберу щось для Будинку?","","","",""
"Integrated","ZagreusHome_","1114","ZagreusHome_1114","","","","Що б нам зробити для цього нудного Дому.","","","",""
"Integrated","ZagreusHome_","1115","ZagreusHome_1115","","","","Краще б дати цій тіні роботу.","","","",""
"Integrated","ZagreusHome_","1116","ZagreusHome_1116","","","","Ось плата.","","","",""
"Integrated","ZagreusHome_","1117","ZagreusHome_1117","","","","Зробімо це.","","","",""
"Integrated","ZagreusHome_","1118","ZagreusHome_1118","","","","Нумо зробімо це.","","","",""
"Integrated","ZagreusHome_","1119","ZagreusHome_1119","","","","Ось коштовності.","","","",""
"Integrated","ZagreusHome_","1120","ZagreusHome_1120","","","","Роботу затверджено.","","","",""
"Integrated","ZagreusHome_","1121","ZagreusHome_1121","","","","Схвалено.","","","",""
"Integrated","ZagreusHome_","1122","ZagreusHome_1122","","","","Ось платня.","","","",""
"Integrated","ZagreusHome_","1123","ZagreusHome_1123","","","","На цю мить роботи більше немає.","","","",""
"Integrated","ZagreusHome_","1124","ZagreusHome_1124","","","","Доведеться мені повернутися пізніше.","","","",""
"Integrated","ZagreusHome_","1125","ZagreusHome_1125","","","","Поки нічого, га?","","","",""
"Integrated","ZagreusHome_","1126","ZagreusHome_1126","","","","Схоже, Батько змінив умови наших взаємовідносин.","","","",""
"Integrated","ZagreusHome_","1127","ZagreusHome_1127","","","","Воно знає, що я обрав Стигіус.","","","",""
"Integrated","ZagreusHome_","1128","ZagreusHome_1128","","","","Йому відомо, що у мене є Варата.","","","",""
"Integrated","ZagreusHome_","1129","ZagreusHome_1129","","","","Він впізнав Егіду.","","","",""
"Integrated","ZagreusHome_","1130","ZagreusHome_1130","","","","Він відчув Коронахт.","","","",""
"Integrated","ZagreusHome_","1131","ZagreusHome_1131","","","","Воно бачить, що я обрав Екзагриф.","","","",""
"Integrated","ZagreusHome_","1132","ZagreusHome_1132","","","","Варто ризикнути?","","","",""
"Integrated","ZagreusHome_","1133","ZagreusHome_1133","","","","Можливо, мені варто ризикнути.","","","",""
"Integrated","ZagreusHome_","1134","ZagreusHome_1134","","","","Чи слід мені це робити?","","","",""
"Integrated","ZagreusHome_","1135","ZagreusHome_1135","","","","Батьків Пакт.","","","",""
"Integrated","ZagreusHome_","1136","ZagreusHome_1136","","","","До Пакту додано нові положення.","","","",""
"Integrated","ZagreusHome_","1137","ZagreusHome_1137","","","","У Пакту з'явились нові умови.","","","",""
"Integrated","ZagreusHome_","1138","ZagreusHome_1138","","","","Гірше вже не стане.","","","",""
"Integrated","ZagreusHome_","1139","ZagreusHome_1139","","","","Вище не підніму.","","","",""
"Integrated","ZagreusHome_","1140","ZagreusHome_1140","","","","Максимальне покарання.","","","",""
"Integrated","ZagreusHome_","1141","ZagreusHome_1141","","","","Так далеко наскільки це можливо.","","","",""
"Integrated","ZagreusHome_","1142","ZagreusHome_1142","","","","Більше Жагучості я не отримаю.","","","",""
"Integrated","ZagreusHome_","1143","ZagreusHome_1143","","","","Ні, дякую.","","","",""
"Integrated","ZagreusHome_","1144","ZagreusHome_1144","","","","Ні, дякую.","","","",""
"Integrated","ZagreusHome_","1145","ZagreusHome_1145","","","","Не цього разу.","","","",""
"Integrated","ZagreusHome_","1146","ZagreusHome_1146","","","","Я так не думаю.","","","",""
"Integrated","ZagreusHome_","1147","ZagreusHome_1147","","","","Я лізу на рожен.","","","",""
"Integrated","ZagreusHome_","1148","ZagreusHome_1148","","","","Хах, чом би й ні.","","","",""
"Integrated","ZagreusHome_","1149","ZagreusHome_1149","","","","Має бути просто!","","","",""
"Integrated","ZagreusHome_","1150","ZagreusHome_1150","","","","Я впораюся.","","","",""
"Integrated","ZagreusHome_","1151","ZagreusHome_1151","","","","Пакт затверджено.","","","",""
"Integrated","ZagreusHome_","1152","ZagreusHome_1152","","","","Що б послухати...","","","",""
"Integrated","ZagreusHome_","1153","ZagreusHome_1153","","","","Солодка музика...","","","",""
"Integrated","ZagreusHome_","1154","ZagreusHome_1154","","","","Пюпітр...","","","",""
"Integrated","ZagreusHome_","1155","ZagreusHome_1155","","","","Музика для залів...","","","",""
"Integrated","ZagreusHome_","1156","ZagreusHome_1156","","","","Нова композиція.","","","",""
"Integrated","ZagreusHome_","1157","ZagreusHome_1157","","","","Нова музична композиція.","","","",""
"Integrated","ZagreusHome_","1158","ZagreusHome_1158","","","","Нова музика.","","","",""
"Integrated","ZagreusHome_","1159","ZagreusHome_1159","","","","Трохи нової музики.","","","",""
"Integrated","ZagreusHome_","1160","ZagreusHome_1160","","","","Ось ця.","","","",""
"Integrated","ZagreusHome_","1161","ZagreusHome_1161","","","","Ця.","","","",""
"Integrated","ZagreusHome_","1162","ZagreusHome_1162","","","","Послухаймо.","","","",""
"Integrated","ZagreusHome_","1163","ZagreusHome_1163","","","","Послухаймо цю.","","","",""
"Integrated","ZagreusHome_","1164","ZagreusHome_1164","","","","Це пісня Еврідіки...","","","",""
"Integrated","ZagreusHome_","1165","ZagreusHome_1165","","","","Стигіусе... ти розкриваєш своє минуле?","","","",""
"Integrated","ZagreusHome_","1166","ZagreusHome_1166","","","","Коронахте... це те, чим ти насправді є?","","","",""
"Integrated","ZagreusHome_","1167","ZagreusHome_1167","","","","Егідо... ти стара, як світ...","","","",""
"Integrated","ZagreusHome_","1168","ZagreusHome_1168","","","","Варато... колись ти був Батьковим списом...","","","",""
"Integrated","ZagreusHome_","1169","ZagreusHome_1169","","","","Екзагрифе... ти розкриваєш мені свої таємниці...","","","",""
"Integrated","ZagreusHome_","1170","ZagreusHome_1170","","","","Дозволь мені побачити твою справжню суть.","","","",""
"Integrated","ZagreusHome_","1171","ZagreusHome_1171","","","","Ми прив'язані одне до одного, і я твій господар.","","","",""
"Integrated","ZagreusHome_","1172","ZagreusHome_1172","","","","Поглянемо наскільки міцний зв'язок між нами.","","","",""
"Integrated","ZagreusHome_","1173","ZagreusHome_1173","","","","Які межі твоєї сили?","","","",""
"Integrated","ZagreusHome_","1174","ZagreusHome_1174","","","","Ти не якась там звичайна зброя, чи не так.","","","",""
"Integrated","ZagreusHome_","1175","ZagreusHome_1175","","","","Що за пекельна кузня тебе сотворила...?","","","",""
"Integrated","ZagreusHome_","1176","ZagreusHome_1176","","","","Боги, величніші за мене, колись тобою орудували.","","","",""
"Integrated","ZagreusHome_","1177","ZagreusHome_1177","","","","Ти така ж багатогранна, як і всі, кого я знаю.","","","",""
"Integrated","ZagreusHome_","1178","ZagreusHome_1178","","","","Дай-но я загляну у твоє минуле.","","","",""
"Integrated","ZagreusHome_","1179","ZagreusHome_1179","","","","Стигіусе: Пробудись!","","","",""
"Integrated","ZagreusHome_","1180","ZagreusHome_1180","","","","Стигіусе, розкрий свої секрети!","","","",""
"Integrated","ZagreusHome_","1181","ZagreusHome_1181","","","","Коронахте: Пробудись!","","","",""
"Integrated","ZagreusHome_","1182","ZagreusHome_1182","","","","Коронахте, розкрий свої секрети!","","","",""
"Integrated","ZagreusHome_","1183","ZagreusHome_1183","","","","Егідо: Пробудись!","","","",""
"Integrated","ZagreusHome_","1184","ZagreusHome_1184","","","","Егідо, розкрий свої секрети!","","","",""
"Integrated","ZagreusHome_","1185","ZagreusHome_1185","","","","Варато: Пробудись!","","","",""
"Integrated","ZagreusHome_","1186","ZagreusHome_1186","","","","Варато, розкрий свої секрети!","","","",""
"Integrated","ZagreusHome_","1187","ZagreusHome_1187","","","","Екзагрифе: Пробудись!","","","",""
"Integrated","ZagreusHome_","1188","ZagreusHome_1188","","","","Екзагрифе, розкрий свої секрети!","","","",""
"Integrated","ZagreusHome_","1189","ZagreusHome_1189","","","","Мій аспект сильнішає.","","","",""
"Integrated","ZagreusHome_","1190","ZagreusHome_1190","","","","Наш зв'язок стає міцнішим.","","","",""
"Integrated","ZagreusHome_","1191","ZagreusHome_1191","","","","Прихована сила.","","","",""
"Integrated","ZagreusHome_","1192","ZagreusHome_1192","","","","Разом ми сильніші.","","","",""
"Integrated","ZagreusHome_","1193","ZagreusHome_1193","","","","Покажись.","","","",""
"Integrated","ZagreusHome_","1194","ZagreusHome_1194","","","","Наш зв'язок міцнішає.","","","",""
"Integrated","ZagreusHome_","1195","ZagreusHome_1195","","","","Даруй мені аспект Немезиди!","","","",""
"Integrated","ZagreusHome_","1196","ZagreusHome_1196","","","","Даруй мені аспект Посейдона!","","","",""
"Integrated","ZagreusHome_","1197","ZagreusHome_1197","","","","Даруй мені аспект Гери!","","","",""
"Integrated","ZagreusHome_","1198","ZagreusHome_1198","","","","Даруй мені аспект Хірона!","","","",""
"Integrated","ZagreusHome_","1199","ZagreusHome_1199","","","","Даруй мені аспект самого Ахіллеса!","","","",""
"Integrated","ZagreusHome_","1200","ZagreusHome_1200","","","","Даруй мені аспект мого батька!","","","",""
"Integrated","ZagreusHome_","1201","ZagreusHome_1201","","","","Даруй мені аспект Зевса!","","","",""
"Integrated","ZagreusHome_","1202","ZagreusHome_1202","","","","Даруй мені аспект Хаоса!","","","",""
"Integrated","ZagreusHome_","1203","ZagreusHome_1203","","","","Даруй мені аспект Гестії!","","","",""
"Integrated","ZagreusHome_","1204","ZagreusHome_1204","","","","Даруй мені аспект Ериди!","","","",""
"Integrated","ZagreusHome_","1205","ZagreusHome_1205","","","","Немезида.","","","",""
"Integrated","ZagreusHome_","1206","ZagreusHome_1206","","","","Немезида...!","","","",""
"Integrated","ZagreusHome_","1207","ZagreusHome_1207","","","","Посейдон.","","","",""
"Integrated","ZagreusHome_","1208","ZagreusHome_1208","","","","Посейдон...!","","","",""
"Integrated","ZagreusHome_","1209","ZagreusHome_1209","","","","Гера.","","","",""
"Integrated","ZagreusHome_","1210","ZagreusHome_1210","","","","Гера...!","","","",""
"Integrated","ZagreusHome_","1211","ZagreusHome_1211","","","","Хірон.","","","",""
"Integrated","ZagreusHome_","1212","ZagreusHome_1212","","","","Хірон...!","","","",""
"Integrated","ZagreusHome_","1213","ZagreusHome_1213","","","","Ахіллес.","","","",""
"Integrated","ZagreusHome_","1214","ZagreusHome_1214","","","","Ахіллес...!","","","",""
"Integrated","ZagreusHome_","1215","ZagreusHome_1215","","","","Аїд.","","","",""
"Integrated","ZagreusHome_","1216","ZagreusHome_1216","","","","Аїд...!","","","",""
"Integrated","ZagreusHome_","1217","ZagreusHome_1217","","","","Зевс.","","","",""
"Integrated","ZagreusHome_","1218","ZagreusHome_1218","","","","Зевс...!","","","",""
"Integrated","ZagreusHome_","1219","ZagreusHome_1219","","","","Хаос.","","","",""
"Integrated","ZagreusHome_","1220","ZagreusHome_1220","","","","Хаос...!","","","",""
"Integrated","ZagreusHome_","1221","ZagreusHome_1221","","","","Загрей.","","","",""
"Integrated","ZagreusHome_","1222","ZagreusHome_1222","","","","Я.","","","",""
"Integrated","ZagreusHome_","1223","ZagreusHome_1223","","","","Я сам...!","","","",""
"Integrated","ZagreusHome_","1224","ZagreusHome_1224","","","","Перетворись.","","","",""
"Integrated","ZagreusHome_","1225","ZagreusHome_1225","","","","Перетворись...!","","","",""
"Integrated","ZagreusHome_","1226","ZagreusHome_1226","","","","Зміни форму.","","","",""
"Integrated","ZagreusHome_","1227","ZagreusHome_1227","","","","Мені не вистачає ключів.","","","",""
"Integrated","ZagreusHome_","1228","ZagreusHome_1228","","","","Потрібно буде знайти більше Хтонічних Ключів.","","","",""
"Integrated","ZagreusHome_","1229","ZagreusHome_1229","","","","Якщо я активую Пакт, я зможу знайти більше ключів...","","","",""
"Integrated","ZagreusHome_","1230","ZagreusHome_1230","","","","Я знайду більше таких ключів, якщо використаю Пакт...","","","",""
"Integrated","ZagreusHome_","1231","ZagreusHome_1231","","","","Мені не вистачає Хтонічних Ключів...","","","",""
"Integrated","ZagreusHome_","1232","ZagreusHome_1232","","","","Ну добре, тоді, тримай свої секрети при собі...","","","",""
"Integrated","ZagreusHome_","1233","ZagreusHome_1233","","","","Для цього мені знадобиться більше Хтонічних Ключів.","","","",""
"Integrated","ZagreusHome_","1234","ZagreusHome_1234","","","","Гестія.","","","",""
"Integrated","ZagreusHome_","1235","ZagreusHome_1235","","","","Гестія...!","","","",""
"Integrated","ZagreusHome_","1236","ZagreusHome_1236","","","","Ерида.","","","",""
"Integrated","ZagreusHome_","1237","ZagreusHome_1237","","","","Ерида...!","","","",""
