"ZagreusField","ID","ID","ID","","","","Line","","","Notes by DK"
"Integrated","ZagreusField_","0452","ZagreusField_0452","","","","Підходь і отримаєш.","","",""
"Integrated","ZagreusField_","0453","ZagreusField_0453","","","","Ще не все?","","",""
"Integrated","ZagreusField_","0454","ZagreusField_0454","","","","Приводиш друзів, еге?","","",""
"Integrated","ZagreusField_","0455","ZagreusField_0455","","","","Хоче ще?","","",""
"Integrated","ZagreusField_","0456","ZagreusField_0456","","","","Давайте, підходьте!","","",""
"Integrated","ZagreusField_","0457","ZagreusField_0457","","","","Та скільки ж їх там?","","",""
"Integrated","ZagreusField_","0458","ZagreusField_0458","","","","Дістав тебе.","","",""
"Integrated","ZagreusField_","0459","ZagreusField_0459","","","","Фух, хочеш загубити ще декілька голів? Ні?","","",""
"Integrated","ZagreusField_","0460","ZagreusField_0460","","","","І не повертайся!","","",""
"Integrated","ZagreusField_","0463","ZagreusField_0463","","","","Вітаю, пане.","","",""
"Integrated","ZagreusField_","0464","ZagreusField_0464","","","","Вітаю пане!","","",""
"Integrated","ZagreusField_","0476","ZagreusField_0476","","","","У вас все гаразд, пане?","","",""
"Integrated","ZagreusField_","0481","ZagreusField_0481","","","","Здається, я чую дихання Харона попереду.","","",""
"Integrated","ZagreusField_","0482","ZagreusField_0482","","","","Здається я чую річку.","","",""
"Integrated","ZagreusField_","0483","ZagreusField_0483","","","","Повинно стати в пригоді.","","",""
"Integrated","ZagreusField_","0484","ZagreusField_0484","","","","Те що треба.","","",""
"Integrated","ZagreusField_","0485","ZagreusField_0485","","","","Дякую, приятелю.","","",""
"Integrated","ZagreusField_","0486","ZagreusField_0486","","","","Я це візьму.","","",""
"Integrated","ZagreusField_","0487","ZagreusField_0487","","","","Чом би й ні.","","",""
"Integrated","ZagreusField_","0488","ZagreusField_0488","","","","Ось плата.","","",""
"Integrated","ZagreusField_","0489","ZagreusField_0489","","","","Cаме те, що мені потрібно.","","",""
"Integrated","ZagreusField_","0490","ZagreusField_0490","","","","Не можу цього собі дозволити.","","",""
"Integrated","ZagreusField_","0491","ZagreusField_0491","","","","Не вистачає монет.","","",""
"Integrated","ZagreusField_","0492","ZagreusField_0492","","","","В мене недостатньо монет.","","",""
"Integrated","ZagreusField_","0493","ZagreusField_0493","","","","Не можу придбати цього.","","",""
"Integrated","ZagreusField_","0494","ZagreusField_0494","","","","Бідний я.","","",""
"Integrated","ZagreusField_","0495","ZagreusField_0495","","","","Що нового, Хароне?","","",""
"Integrated","ZagreusField_","0496","ZagreusField_0496","","","","Як воно, приятелю?","","",""
"Integrated","ZagreusField_","0497","ZagreusField_0497","","","","Вітання, Хароне.","","",""
"Integrated","ZagreusField_","0507","ZagreusField_0507","","","","Як щодо... швидкої та болісної смерті?","","",""
"Integrated","ZagreusField_","0516","ZagreusField_0516","","","","Я навіть не знаю, що говорити, коли він у такому настрої...","","",""
"Integrated","ZagreusField_","0529","ZagreusField_0529","","","","Побудовано, щоб впевнитись, що ніхто не втече. Це ми ще побачимо.","","",""
"Integrated","ZagreusField_","0530","ZagreusField_0530","","","","Добре що я не мертвий.","","",""
"Integrated","ZagreusField_","0531","ZagreusField_0531","","","","Шкода, що не можна просто так взяти та піднятись на поверхню.","","",""
"Integrated","ZagreusField_","0532","ZagreusField_0532","","","","І дуже навіть вчасно.","","",""
"Integrated","ZagreusField_","0533","ZagreusField_0533","","","","Чарівно.","","",""
"Integrated","ZagreusField_","0534","ZagreusField_0534","","","","Або поки я не розчавлю їх кістки на порох.","","",""
"Integrated","ZagreusField_","0535","ZagreusField_0535","","","","Можна тихіше?","","",""
"Integrated","ZagreusField_","0536","ZagreusField_0536","","","","Хох, а це що.","","",""
"Integrated","ZagreusField_","0537","ZagreusField_0537","","","","Вже.","","",""
"Integrated","ZagreusField_","0538","ZagreusField_0538","","","","Ох, добре.","","",""
"Unused","ZagreusField_","0543","ZagreusField_0543","","","","Скажи-но, Хароне, зі старим човном останнім часом усе гаразд? Він не траплявся мені на очі, ти просто... стоїш тут сам по собі. Чекай, як ти взагалі сюди потрапив?","","",""
"Unused","ZagreusField_","0544","ZagreusField_0544","","","","Розумію, розумію, є в цьому сенс, я радий, що запитав про це, приятелю.","","",""
"Integrated","ZagreusField_","0545","ZagreusField_0545","","","","Упс.","","",""
"Integrated","ZagreusField_","0546","ZagreusField_0546","","","","У мене будуть неприємності.","","",""
"Integrated","ZagreusField_","0547","ZagreusField_0547","","","","Знайшов мене, хах?","","",""
"Integrated","ZagreusField_","0548","ZagreusField_0548","","","","Привернув їх увагу.","","",""
"Integrated","ZagreusField_","0549","ZagreusField_0549","","","","Добре.","","",""
"Integrated","ZagreusField_","0550","ZagreusField_0550","","","","Батьку.","","",""
"Integrated","ZagreusField_","0551","ZagreusField_0551","","","","Батьку...!","","",""
"Integrated","ZagreusField_","0552","ZagreusField_0552","","","","Розсердив їх.","","",""
"Integrated","ZagreusField_","0553","ZagreusField_0553","","","","Майже...!","","",""
"Integrated","ZagreusField_","0554","ZagreusField_0554","","","","Ще зовсім трішки...!","","",""
"Integrated","ZagreusField_","0555","ZagreusField_0555","","","","Так близько...!","","",""
"Integrated","ZagreusField_","0556","ZagreusField_0556","","","","Майже вдалось...!","","",""
"Integrated","ZagreusField_","0557","ZagreusField_0557","","","","Була не була.","","",""
"Integrated","ZagreusField_","0558","ZagreusField_0558","","","","Час іти.","","",""
"Integrated","ZagreusField_","0559","ZagreusField_0559","","","","Рухаємося далі.","","",""
"Integrated","ZagreusField_","0560","ZagreusField_0560","","","","Я вже нічому не дивуюсь.","","",""
"Integrated","ZagreusField_","0561","ZagreusField_0561","","","","Нарешті, я знаю про богів більше, ніж їх імена.","","",""
"Integrated","ZagreusField_","0562","ZagreusField_0562","","","","Дійсно, кров і темрява.","","",""
"Integrated","ZagreusField_","0563","ZagreusField_0563","","","","Це для вас, Ахіллесе.","","",""
"Integrated","ZagreusField_","0564","ZagreusField_0564","","","","Це ти так думаєш.","","",""
"Integrated","ZagreusField_","0565","ZagreusField_0565","","","","Принаймні Зевс мені допомагає.","","",""
"Integrated","ZagreusField_","0566","ZagreusField_0566","","","","Я сам знайду своє місце.","","",""
"Integrated","ZagreusField_","0567","ZagreusField_0567","","","","Моє місце поряд з моєю матір'ю.","","",""
"Integrated","ZagreusField_","0568","ZagreusField_0568","","","","Ми багато пережили через одне одного, чи не так, Мег.","","",""
"Integrated","ZagreusField_","0569","ZagreusField_0569","","","","Я покажу тобі охайність та порядок.","","",""
"Integrated","ZagreusField_","0570","ZagreusField_0570","","","","Є.","","",""
"Integrated","ZagreusField_","0571","ZagreusField_0571","","","","Підходь і отримаєш.","","",""
"Integrated","ZagreusField_","0572","ZagreusField_0572","","","","Задоволений?","","",""
"Integrated","ZagreusField_","0573","ZagreusField_0573","","","","Ви злидні.","","",""
"Integrated","ZagreusField_","0574","ZagreusField_0574","","","","Страждай у пітьмі.","","",""
"Integrated","ZagreusField_","0575","ZagreusField_0575","","","","Що цього разу.","","",""
"Integrated","ZagreusField_","0576","ZagreusField_0576","","","","І це все?","","",""
"Integrated","ZagreusField_","0577","ZagreusField_0577","","","","Ох, привіт.","","",""
"Integrated","ZagreusField_","0578","ZagreusField_0578","","","","До побачення.","","",""
"Integrated","ZagreusField_","0579","ZagreusField_0579","","","","Я можу чимось допомогти?","","",""
"Integrated","ZagreusField_","0580","ZagreusField_0580","","","","От і спекалися.","","",""
"Integrated","ZagreusField_","0581","ZagreusField_0581","","","","Нариваєшся?","","",""
"Integrated","ZagreusField_","0582","ZagreusField_0582","","","","Отже, вирішили.","","",""
"Integrated","ZagreusField_","0583","ZagreusField_0583","","","","Зараз зі мною краще не зв'язуватися.","","",""
"Integrated","ZagreusField_","0584","ZagreusField_0584","","","","Я попереджав.","","",""
"Integrated","ZagreusField_","0585","ZagreusField_0585","","","","Я щось перериваю?","","",""
"Integrated","ZagreusField_","0586","ZagreusField_0586","","","","Так і подумав.","","",""
"Integrated","ZagreusField_","0587","ZagreusField_0587","","","","Міркуймо розважливо, га...?","","",""
"Integrated","ZagreusField_","0588","ZagreusField_0588","","","","Це справді було необхідно?","","",""
"Integrated","ZagreusField_","0589","ZagreusField_0589","","","","Вам мене не зупинити.","","",""
"Integrated","ZagreusField_","0590","ZagreusField_0590","","","","Що я тобі казав.","","",""
"Integrated","ZagreusField_","0591","ZagreusField_0591","","","","Підходь.","","",""
"Integrated","ZagreusField_","0592","ZagreusField_0592","","","","Просто.","","",""
"Integrated","ZagreusField_","0593","ZagreusField_0593","","","","Дістав тебе.","","",""
"Integrated","ZagreusField_","0594","ZagreusField_0594","","","","Дістав тебе!","","",""
"Integrated","ZagreusField_","0595","ZagreusField_0595","","","","Назад.","","",""
"Integrated","ZagreusField_","0596","ZagreusField_0596","","","","Ти — мрець.","","",""
"Integrated","ZagreusField_","0597","ZagreusField_0597","","","","Тобі кінець.","","",""
"Integrated","ZagreusField_","0598","ZagreusField_0598","","","","Нікчеми.","","",""
"Integrated","ZagreusField_","0599","ZagreusField_0599","","","","Геть.","","",""
"Integrated","ZagreusField_","0600","ZagreusField_0600","","","","Легко.","","",""
"Integrated","ZagreusField_","0601","ZagreusField_0601","","","","Хто ще.","","",""
"Integrated","ZagreusField_","0602","ZagreusField_0602","","","","Хто ще?","","",""
"Integrated","ZagreusField_","0603","ZagreusField_0603","","","","Що ще.","","",""
"Integrated","ZagreusField_","0604","ZagreusField_0604","","","","Що ще?","","",""
"Integrated","ZagreusField_","0605","ZagreusField_0605","","","","Ну?","","",""
"Integrated","ZagreusField_","0606","ZagreusField_0606","","","","Без шансів.","","",""
"Integrated","ZagreusField_","0607","ZagreusField_0607","","","","Залишайся мертвим.","","",""
"Integrated","ZagreusField_","0608","ZagreusField_0608","","","","Залишайся мертвим!","","",""
"Integrated","ZagreusField_","0609","ZagreusField_0609","","","","Наступного разу, залишайся мертвим.","","",""
"Integrated","ZagreusField_","0610","ZagreusField_0610","","","","Геть з моїх очей.","","",""
"Integrated","ZagreusField_","0611","ZagreusField_0611","","","","Тобі кінець.","","",""
"Integrated","ZagreusField_","0612","ZagreusField_0612","","","","Тобі кінець!","","",""
"Integrated","ZagreusField_","0613","ZagreusField_0613","","","","Бум.","","",""
"Integrated","ZagreusField_","0614","ZagreusField_0614","","","","Не повертайся.","","",""
"Integrated","ZagreusField_","0615","ZagreusField_0615","","","","І не повертайся!","","",""
"Integrated","ZagreusField_","0616","ZagreusField_0616","","","","Бувайте.","","",""
"Integrated","ZagreusField_","0617","ZagreusField_0617","","","","Шкідник.","","",""
"Integrated","ZagreusField_","0618","ZagreusField_0618","","","","Помри знову.","","",""
"Integrated","ZagreusField_","0619","ZagreusField_0619","","","","А це вже ні.","","",""
"Integrated","ZagreusField_","0620","ZagreusField_0620","","","","Баа...!","","",""
"Integrated","ZagreusField_","0621","ZagreusField_0621","","","","Аугх, ау.","","",""
"Integrated","ZagreusField_","0622","ZagreusField_0622","","","","Ах ти...","","",""
"Integrated","ZagreusField_","0623","ZagreusField_0623","","","","Тільки не знову.","","",""
"Integrated","ZagreusField_","0624","ZagreusField_0624","","","","Недобре.","","",""
"Integrated","ZagreusField_","0625","ZagreusField_0625","","","","Ау...","","",""
"Integrated","ZagreusField_","0626","ZagreusField_0626","","","","Не можу так продовжувати.","","",""
"Integrated","ZagreusField_","0627","ZagreusField_0627","","","","Мушу триматись.","","",""
"Integrated","ZagreusField_","0628","ZagreusField_0628","","","","Унгх, ні.","","",""
"Integrated","ZagreusField_","0629","ZagreusField_0629","","","","Чорт тебе забирай.","","",""
"Integrated","ZagreusField_","0630","ZagreusField_0630","","","","Послабив захист.","","",""
"Integrated","ZagreusField_","0631","ZagreusField_0631","","","","Ще?","","",""
"Integrated","ZagreusField_","0632","ZagreusField_0632","","","","Ще.","","",""
"Integrated","ZagreusField_","0633","ZagreusField_0633","","","","Ще, хах.","","",""
"Integrated","ZagreusField_","0634","ZagreusField_0634","","","","Ще на підході.","","",""
"Integrated","ZagreusField_","0635","ZagreusField_0635","","","","Далі.","","",""
"Integrated","ZagreusField_","0636","ZagreusField_0636","","","","Саме вчасно.","","",""
"Integrated","ZagreusField_","0637","ZagreusField_0637","","","","Спізнюєтеся.","","",""
"Integrated","ZagreusField_","0638","ZagreusField_0638","","","","Не змушуйте мене чекати.","","",""
"Integrated","ZagreusField_","0639","ZagreusField_0639","","","","Ох, добре.","","",""
"Integrated","ZagreusField_","0640","ZagreusField_0640","","","","Заходьте.","","",""
"Integrated","ZagreusField_","0641","ZagreusField_0641","","","","Ми тільки почали.","","",""
"Integrated","ZagreusField_","0642","ZagreusField_0642","","","","Добре, підходьте.","","",""
"Integrated","ZagreusField_","0643","ZagreusField_0643","","","","Покажіться.","","",""
"Integrated","ZagreusField_","0644","ZagreusField_0644","","","","Скільки ще?","","",""
"Integrated","ZagreusField_","0645","ZagreusField_0645","","","","Привіт, народ.","","",""
"Integrated","ZagreusField_","0646","ZagreusField_0646","","","","Поїхали, народ.","","",""
"Integrated","ZagreusField_","0647","ZagreusField_0647","","","","Готові, народ?","","",""
"Integrated","ZagreusField_","0648","ZagreusField_0648","","","","Знову ви, хах.","","",""
"Integrated","ZagreusField_","0649","ZagreusField_0649","","","","Я проти всіх.","","",""
"Integrated","ZagreusField_","0650","ZagreusField_0650","","","","О, знову це місце.","","",""
"Integrated","ZagreusField_","0651","ZagreusField_0651","","","","Нарешті, дістав тебе.","","",""
"Integrated","ZagreusField_","0652","ZagreusField_0652","","","","Було близько.","","",""
"Integrated","ZagreusField_","0653","ZagreusField_0653","","","","Ще хтось...?","","",""
"Integrated","ZagreusField_","0654","ZagreusField_0654","","","","Тобі вже досить?","","",""
"Integrated","ZagreusField_","0655","ZagreusField_0655","","","","Ось як буває.","","",""
"Integrated","ZagreusField_","0656","ZagreusField_0656","","","","Це може відкрити щось удома.","","",""
"Integrated","ZagreusField_","0657","ZagreusField_0657","","","","Ключ згодиться вдома.","","",""
"Integrated","ZagreusField_","0658","ZagreusField_0658","","","","Триматиму це при собі.","","",""
"Integrated","ZagreusField_","0659","ZagreusField_0659","","","","Я багатий!","","",""
"Integrated","ZagreusField_","0660","ZagreusField_0660","","","","Незліченні багатства.","","",""
"Integrated","ZagreusField_","0661","ZagreusField_0661","","","","Монети для Харона.","","",""
"Integrated","ZagreusField_","0662","ZagreusField_0662","","","","Можна на щось обміняти.","","",""
"Integrated","ZagreusField_","0663","ZagreusField_0663","","","","Я просто візьму це.","","",""
"Integrated","ZagreusField_","0664","ZagreusField_0664","","","","Батько не помітить зникнення кількох монет.","","",""
"Integrated","ZagreusField_","0665","ZagreusField_0665","","","","Блищить.","","",""
"Integrated","ZagreusField_","0666","ZagreusField_0666","","","","Потрібно йти далі.","","",""
"Integrated","ZagreusField_","0667","ZagreusField_0667","","","","Нічогенько мене вгризли.","","",""
"Integrated","ZagreusField_","0668","ZagreusField_0668","","","","Майже дістав.","","",""
"Integrated","ZagreusField_","0669","ZagreusField_0669","","","","Ух, було боляче.","","",""
"Integrated","ZagreusField_","0670","ZagreusField_0670","","","","Майже дістав мене.","","",""
"Integrated","ZagreusField_","0671","ZagreusField_0671","","","","Ледве впорався.","","",""
"Integrated","ZagreusField_","0672","ZagreusField_0672","","","","Ледве вибрався.","","",""
"Integrated","ZagreusField_","0673","ZagreusField_0673","","","","Угх...","","",""
"Integrated","ZagreusField_","0674","ZagreusField_0674","","","","Це буду я.","","",""
"Integrated","ZagreusField_","0675","ZagreusField_0675","","","","Олімп кличе.","","",""
"Integrated","ZagreusField_","0676","ZagreusField_0676","","","","Олімп закликає.","","",""
"Integrated","ZagreusField_","0677","ZagreusField_0677","","","","Дар.","","",""
"Integrated","ZagreusField_","0678","ZagreusField_0678","","","","Лорде Зевс...","","",""
"Integrated","ZagreusField_","0679","ZagreusField_0679","","","","Лорд Дядько Зевс...","","",""
"Integrated","ZagreusField_","0680","ZagreusField_0680","","","","Леді Афіно...","","",""
"Integrated","ZagreusField_","0681","ZagreusField_0681","","","","Богине Афіно...","","",""
"Integrated","ZagreusField_","0682","ZagreusField_0682","","","","Леді Афродіто...","","",""
"Integrated","ZagreusField_","0683","ZagreusField_0683","","","","Привіт, Афродіто.","","",""
"Integrated","ZagreusField_","0684","ZagreusField_0684","","","","Леді Артемідо...","","",""
"Integrated","ZagreusField_","0685","ZagreusField_0685","","","","Ти знайшла мене, Артемідо...","","",""
"Integrated","ZagreusField_","0686","ZagreusField_0686","","","","Дядько Посейдон...","","",""
"Integrated","ZagreusField_","0687","ZagreusField_0687","","","","Лорде Посейдон...","","",""
"Integrated","ZagreusField_","0688","ZagreusField_0688","","","","Лорд Арес...","","",""
"Integrated","ZagreusField_","0689","ZagreusField_0689","","","","Вітаю, Лорде Арес...","","",""
"Integrated","ZagreusField_","0690","ZagreusField_0690","","","","Лорде Діоніс...","","",""
"Integrated","ZagreusField_","0691","ZagreusField_0691","","","","Привіт, Діонісе...","","",""
"Integrated","ZagreusField_","0692","ZagreusField_0692","","","","Я стаю сильнішим.","","",""
"Integrated","ZagreusField_","0693","ZagreusField_0693","","","","Це честь для мене.","","",""
"Integrated","ZagreusField_","0694","ZagreusField_0694","","","","Маю за честь.","","",""
"Integrated","ZagreusField_","0695","ZagreusField_0695","","","","Дякую за підтримку.","","",""
"Integrated","ZagreusField_","0696","ZagreusField_0696","","","","Я за це вдячний.","","",""
"Integrated","ZagreusField_","0697","ZagreusField_0697","","","","Це допоможе мені у дорозі.","","",""
"Integrated","ZagreusField_","0698","ZagreusField_0698","","","","Подарунок від богів.","","",""
"Integrated","ZagreusField_","0699","ZagreusField_0699","","","","Хтось дбає про мене.","","",""
"Integrated","ZagreusField_","0700","ZagreusField_0700","","","","Дещо з Олімпу.","","",""
"Integrated","ZagreusField_","0701","ZagreusField_0701","","","","Дещо для моєї подорожі.","","",""
"Integrated","ZagreusField_","0702","ZagreusField_0702","","","","Одненьке в дорогу.","","",""
"Integrated","ZagreusField_","0703","ZagreusField_0703","","","","Це Дедалів молот?","","",""
"Integrated","ZagreusField_","0704","ZagreusField_0704","","","","Дедалів Молот...","","",""
"Integrated","ZagreusField_","0705","ZagreusField_0705","","","","Час дещо покращити.","","",""
"Integrated","ZagreusField_","0706","ZagreusField_0706","","","","Це один з тих молотів.","","",""
"Integrated","ZagreusField_","0707","ZagreusField_0707","","","","Лиш погляньте на це.","","",""
"Integrated","ZagreusField_","0708","ZagreusField_0708","","","","Схоже, настав час дещо покращити.","","",""
"Integrated","ZagreusField_","0709","ZagreusField_0709","","","","Саме те, що я хотів.","","",""
"Integrated","ZagreusField_","0710","ZagreusField_0710","","","","Варто урізноманітнити свій стиль.","","",""
"Integrated","ZagreusField_","0711","ZagreusField_0711","","","","Саме такої гостроти, мені бракувало.","","",""
"Integrated","ZagreusField_","0712","ZagreusField_0712","","","","Поглянемо, що я можу зробити з цим мечем.","","",""
"Integrated","ZagreusField_","0713","ZagreusField_0713","","","","Час покращити цей меч.","","",""
"Integrated","ZagreusField_","0714","ZagreusField_0714","","","","Тепер візьмемося за спис.","","",""
"Integrated","ZagreusField_","0715","ZagreusField_0715","","","","Спису не завадить невеличке обслуговування.","","",""
"Integrated","ZagreusField_","0716","ZagreusField_0716","","","","Цьому луку не завадить невелика тонка настройка.","","",""
"Integrated","ZagreusField_","0717","ZagreusField_0717","","","","Треба повернути цьому луку ідеальну форму.","","",""
"Integrated","ZagreusField_","0718","ZagreusField_0718","","","","Цей щит ось-ось стане набагато міцнішим.","","",""
"Integrated","ZagreusField_","0719","ZagreusField_0719","","","","Варто зробити цей щит ще сильнішим.","","",""
"Integrated","ZagreusField_","0720","ZagreusField_0720","","","","Як новенький.","","",""
"Integrated","ZagreusField_","0721","ZagreusField_0721","","","","Легший, ніж раніше.","","",""
"Integrated","ZagreusField_","0722","ZagreusField_0722","","","","Потрібна вся вогнева міць, яку я тільки можу отримати.","","",""
"Integrated","ZagreusField_","0723","ZagreusField_0723","","","","Цього має вистачити.","","",""
"Integrated","ZagreusField_","0724","ZagreusField_0724","","","","Дякую, Дедале.","","",""
"Integrated","ZagreusField_","0725","ZagreusField_0725","","","","Так, ось так.","","",""
"Integrated","ZagreusField_","0726","ZagreusField_0726","","","","Все готово.","","",""
"Integrated","ZagreusField_","0727","ZagreusField_0727","","","","Гранат Снаги...","","",""
"Integrated","ZagreusField_","0728","ZagreusField_0728","","","","На Олімпі таких, напевно, багато.","","",""
"Integrated","ZagreusField_","0729","ZagreusField_0729","","","","Пляшечка Амброзії...","","",""
"Integrated","ZagreusField_","0730","ZagreusField_0730","","","","Вдома є ті, хто був би готовий життя за це віддати.","","",""
"Integrated","ZagreusField_","0731","ZagreusField_0731","","","","Це ж Скелетний Ключ...","","",""
"Unused","ZagreusField_","0732","ZagreusField_0732","","","","Зібрав Темінь... мені вона знадобиться.","","",""
"Integrated","ZagreusField_","0733","ZagreusField_0733","","","","Сила Пекла.","","",""
"Integrated","ZagreusField_","0734","ZagreusField_0734","","","","Гей, це ж їжа!","","",""
"Integrated","ZagreusField_","0735","ZagreusField_0735","","","","Правило п'яти секунд. Пройшло ж не більше п'яти, правда?","","",""
"Unused","ZagreusField_","0736","ZagreusField_0736","","","","Титанічне Серце...","","",""
"Integrated","ZagreusField_","0737","ZagreusField_0737","","","","Це мало б допомогти мені протриматись трохи довше.","","",""
"Integrated","ZagreusField_","0738","ZagreusField_0738","","","","Монети від мертвих...","","",""
"Integrated","ZagreusField_","0739","ZagreusField_0739","","","","Напевно, Харону це сподобається.","","",""
"Integrated","ZagreusField_","0741","ZagreusField_0741","","","","Я так розумію, що це ""ні"".","","",""
"Integrated","ZagreusField_","0743","ZagreusField_0743","","","","Ну, я ціную твій час.","","",""
"Integrated","ZagreusField_","0745","ZagreusField_0745","","","","Все одно дякую.","","",""
"Integrated","ZagreusField_","0747","ZagreusField_0747","","","","Чудово.","","",""
"Integrated","ZagreusField_","0749","ZagreusField_0749","","","","Настільки погано, хах.","","",""
"Integrated","ZagreusField_","0750","ZagreusField_0750","","","","Не можу не погодитися, приятелю.","","",""
"Integrated","ZagreusField_","0751","ZagreusField_0751","","","","І тобі привіт, приятелю!","","",""
"Integrated","ZagreusField_","0752","ZagreusField_0752","","","","Я просто погляну навколо.","","",""
"Integrated","ZagreusField_","0753","ZagreusField_0753","","","","Гарного тобі дня чи ночі також, Хароне.","","",""
"Integrated","ZagreusField_","0754","ZagreusField_0754","","","","Ти абсолютно правий, приятелю.","","",""
"Integrated","ZagreusField_","0755","ZagreusField_0755","","","","Це абсолютна, цілковита правда, приятелю.","","",""
"Integrated","ZagreusField_","0756","ZagreusField_0756","","","","Я сам би краще не сказав.","","",""
"Integrated","ZagreusField_","0757","ZagreusField_0757","","","","Ох, та все гаразд, дякую що запитав, приятелю.","","",""
"Integrated","ZagreusField_","0758","ZagreusField_0758","","","","І я радий тебе бачити, приятелю.","","",""
"Integrated","ZagreusField_","0759","ZagreusField_0759","","","","Завжди у радість, Хароне.","","",""
"Integrated","ZagreusField_","0760","ZagreusField_0760","","","","Як це взагалі тут опинилось?","","",""
"Integrated","ZagreusField_","0761","ZagreusField_0761","","","","Яке приємне видовище.","","",""
"Integrated","ZagreusField_","0762","ZagreusField_0762","","","","Що ця штука робить тут?","","",""
"Integrated","ZagreusField_","0763","ZagreusField_0763","","","","Як це сюди потрапило?","","",""
"Integrated","ZagreusField_","0764","ZagreusField_0764","","","","Здається чисто.","","",""
"Integrated","ZagreusField_","0765","ZagreusField_0765","","","","Є там хто...?","","",""
"Integrated","ZagreusField_","0766","ZagreusField_0766","","","","Зала з фонтаном.","","",""
"Integrated","ZagreusField_","0767","ZagreusField_0767","","","","Гадаю, Мойри до мене добрі.","","",""
"Integrated","ZagreusField_","0768","ZagreusField_0768","","","","Мабуть, мені дозволено перепочинок.","","",""
"Integrated","ZagreusField_","0769","ZagreusField_0769","","","","Радісне видовище.","","",""
"Integrated","ZagreusField_","0770","ZagreusField_0770","","","","Поки чисто.","","",""
"Integrated","ZagreusField_","0771","ZagreusField_0771","","","","Фух.","","",""
"Integrated","ZagreusField_","0772","ZagreusField_0772","","","","Ось і вона.","","",""
"Unused","ZagreusField_","0773","ZagreusField_0773","","","","Ось вона.","","",""
"Integrated","ZagreusField_","0775","ZagreusField_0775","","","","Грім. Чи це...?","","",""
"Integrated","ZagreusField_","0777","ZagreusField_0777","","","","Лорд Дядько Зевс допомагає мені... Ніколи не думав що цей день настане. Чи ніч. Однаково.","","",""
"Integrated","ZagreusField_","0778","ZagreusField_0778","","","","Гуркіт хвиль... тризубець...","","",""
"Integrated","ZagreusField_","0780","ZagreusField_0780","","","","Схоже, я спіймав велику! Сила морів має допомогти.","","",""
"Integrated","ZagreusField_","0781","ZagreusField_0781","","","","Ох, це вона.","","",""
"Integrated","ZagreusField_","0783","ZagreusField_0783","","","","Зацікавлений? У силі розбивати серця? Звичайно, чом би й ні.","","",""
"Unused","ZagreusField_","0784","ZagreusField_0784","","","","Так, це так. Розіб'ємо декілька сердець.","","",""
"Integrated","ZagreusField_","0785","ZagreusField_0785","","","","Божественна стріла...","","",""
"Integrated","ZagreusField_","0787","ZagreusField_0787","","","","Тепер, коли вона про це згадала, компанія мені б точно знадобилась. Та й сила полювання згодиться!","","",""
"Integrated","ZagreusField_","0788","ZagreusField_0788","","","","Крики битви...","","",""
"Integrated","ZagreusField_","0790","ZagreusField_0790","","","","Мабуть, з твоєю силою, Лорде Арес, я зможу звідси вибратись.","","",""
"Integrated","ZagreusField_","0791","ZagreusField_0791","","","","Цей звук...","","",""
"Integrated","ZagreusField_","0793","ZagreusField_0793","","","","Знаєш, це звучить просто фантастично. Приємно з тобою познайомитися, приятелю Діонісе.","","",""
"Integrated","ZagreusField_","0794","ZagreusField_0794","","","","Сила Афіни...","","",""
"Integrated","ZagreusField_","0795","ZagreusField_0795","","","","Щит світла.","","",""
"Integrated","ZagreusField_","0796","ZagreusField_0796","","","","Мудрість Афіни.","","",""
"Integrated","ZagreusField_","0797","ZagreusField_0797","","","","Божественний захист.","","",""
"Integrated","ZagreusField_","0798","ZagreusField_0798","","","","Могутність Афіни.","","",""
"Integrated","ZagreusField_","0799","ZagreusField_0799","","","","Сила богині.","","",""
"Integrated","ZagreusField_","0800","ZagreusField_0800","","","","Сила Лорда Зевса.","","",""
"Integrated","ZagreusField_","0801","ZagreusField_0801","","","","Могуть бога грому.","","",""
"Integrated","ZagreusField_","0802","ZagreusField_0802","","","","Грім і блискавка.","","",""
"Integrated","ZagreusField_","0803","ZagreusField_0803","","","","Час громовиці.","","",""
"Integrated","ZagreusField_","0804","ZagreusField_0804","","","","Мурашки по всьому тілу.","","",""
"Integrated","ZagreusField_","0805","ZagreusField_0805","","","","У мене волосся стало дибки?","","",""
"Integrated","ZagreusField_","0806","ZagreusField_0806","","","","Наженемо трохи хвиль, еге ж, Дядьку?","","",""
"Integrated","ZagreusField_","0807","ZagreusField_0807","","","","Час підіймати хвилі.","","",""
"Integrated","ZagreusField_","0808","ZagreusField_0808","","","","Сила моря.","","",""
"Integrated","ZagreusField_","0809","ZagreusField_0809","","","","Несамовитість океану.","","",""
"Integrated","ZagreusField_","0810","ZagreusField_0810","","","","Сила бога морів.","","",""
"Integrated","ZagreusField_","0811","ZagreusField_0811","","","","Час приливу.","","",""
"Integrated","ZagreusField_","0812","ZagreusField_0812","","","","Любов і втрата.","","",""
"Integrated","ZagreusField_","0813","ZagreusField_0813","","","","Краса та сила.","","",""
"Integrated","ZagreusField_","0814","ZagreusField_0814","","","","Час розбивати серця.","","",""
"Integrated","ZagreusField_","0815","ZagreusField_0815","","","","Немає любові без болю.","","",""
"Integrated","ZagreusField_","0816","ZagreusField_0816","","","","Розіб'ємо декілька сердець.","","",""
